id,scale,score,task,level
031SSAS,EF,1.315194431,MS,easy
031SSAS,FR,0.16916253,MS,easy
031SSAS,ME,2.627921809,MS,medium
031SSAS,PH,0.148325524,MS,medium
031SSAS,TI,2.898802315,MS,medium
031SSAS,PE,15.85938176,MS,medium
031SSAS,EF,1.81528086,MS,medium
031SSAS,FR,0.210836256,MS,medium
032SSAP,ME,4.992592706,MS,easy
032SSAP,PH,4.666666667,MS,easy
032SSAP,TI,0.533333672,MS,easy
032SSAP,PE,19.89629675,MS,easy
032SSAP,EF,4.829629969,MS,easy
032SSAP,FR,1.955555669,MS,easy
032SSAP,ME,6.962962963,ST,easy
032SSAP,PH,7.274073848,ST,easy
032SSAP,TI,10.01481459,ST,easy
032SSAP,PE,19.2000009,ST,easy
032SSAP,EF,4.281481708,ST,easy
032SSAP,FR,0.355555499,ST,easy
032SSAP,ME,16.0444449,MS,medium
032SSAP,PH,5.62962963,MS,medium
032SSAP,TI,6.25185253,MS,medium
032SSAP,PE,8.977777552,MS,medium
032SSAP,EF,3.748148035,MS,medium
032SSAP,FR,0.740740741,MS,medium
032SSAP,ME,17.33333333,ST,hard
032SSAP,PH,4.148148148,ST,hard
032SSAP,TI,14.0444449,ST,hard
032SSAP,PE,6.488889341,ST,hard
032SSAP,EF,4.622222335,ST,hard
032SSAP,FR,13.95555623,ST,hard
032SSAP,ME,9.866666441,MR,easy
032SSAP,PH,4.918518632,MR,easy
032SSAP,TI,2.918518632,MR,easy
032SSAP,PE,14.25185253,MR,easy
032SSAP,EF,3.407407407,MR,easy
032SSAP,FR,1.06666678,MR,easy
032SSAP,ME,16.38518609,MS,hard
032SSAP,PH,6.800000226,MS,hard
032SSAP,TI,7.733334012,MS,hard
032SSAP,PE,3.037037037,MS,hard
032SSAP,EF,9.851851852,MS,hard
032SSAP,FR,3.955555669,MS,hard
032SSAP,ME,10.78518564,MR,hard
032SSAP,PH,2.577778004,MR,hard
032SSAP,TI,0.962962963,MR,hard
032SSAP,PE,12.26666712,MR,hard
032SSAP,EF,9.851851852,MR,hard
032SSAP,FR,0.592592593,MR,hard
032SSAP,ME,7.185185185,ST,medium
032SSAP,PH,1.733333446,ST,medium
032SSAP,TI,2.592592593,ST,medium
032SSAP,PE,13.95555623,ST,medium
032SSAP,EF,2.8740743,ST,medium
032SSAP,FR,0.37037037,ST,medium
032SSAP,ME,10.69629697,MR,medium
032SSAP,PH,2.222222222,MR,medium
032SSAP,TI,0.296296296,MR,medium
032SSAP,PE,14.17777846,MR,medium
032SSAP,EF,9.096296522,MR,medium
032SSAP,FR,0.118518688,MR,medium
033SSML,ME,11.95555556,ST,easy
033SSML,PH,13.06666667,ST,easy
033SSML,TI,7.925926378,ST,easy
033SSML,PE,19.97037218,ST,easy
033SSML,EF,12.01481527,ST,easy
033SSML,FR,8.874074978,ST,easy
033SSML,ME,14.05925971,MS,easy
033SSML,PH,13.08148193,MS,easy
033SSML,TI,8.074074978,MS,easy
033SSML,PE,18.91851942,MS,easy
033SSML,EF,12.99259304,MS,easy
033SSML,FR,15.97037082,MS,easy
033SSML,ME,18.96296387,MR,medium
033SSML,PH,17.97037082,MR,medium
033SSML,TI,7.037037489,MR,medium
033SSML,PE,12.93333333,MR,medium
033SSML,EF,18.9925944,MR,medium
033SSML,FR,19.82222222,MR,medium
033SSML,ME,19.92592773,MS,hard
033SSML,PH,19.92592773,MS,hard
033SSML,TI,18.97777778,MS,hard
033SSML,PE,7.911111111,MS,hard
033SSML,EF,19.98518609,MS,hard
033SSML,FR,19.98518609,MS,hard
033SSML,ME,19.11111111,MR,easy
033SSML,PH,18,MR,easy
033SSML,TI,17.98518609,MR,easy
033SSML,PE,13.94074164,MR,easy
033SSML,EF,15.8962972,MR,easy
033SSML,FR,19.08148329,MR,easy
033SSML,ME,19.92592773,ST,hard
033SSML,PH,19.92592773,ST,hard
033SSML,TI,19.92592773,ST,hard
033SSML,PE,6.992593045,ST,hard
033SSML,EF,18.90370551,ST,hard
033SSML,FR,19.97037218,ST,hard
033SSML,ME,18.94814996,MS,medium
033SSML,PH,18.96296387,MS,medium
033SSML,TI,18.97777778,MS,medium
033SSML,PE,12.90370416,MS,medium
033SSML,EF,19.08148329,MS,medium
033SSML,FR,19.86666667,MS,medium
033SSML,ME,14.9481486,MR,hard
033SSML,PH,14.9481486,MR,hard
033SSML,TI,7.096296522,MR,hard
033SSML,PE,11.0962972,MR,hard
033SSML,EF,13.95555556,MR,hard
033SSML,FR,11.98518609,MR,hard
033SSML,ME,15.94074164,ST,medium
033SSML,PH,15.94074164,ST,medium
033SSML,TI,19.8962972,ST,medium
033SSML,PE,11.11111111,ST,medium
033SSML,EF,13.91111111,ST,medium
033SSML,FR,19.95555556,ST,medium
035SSDD,ME,14.99259304,ST,hard
035SSDD,PH,4.488888889,ST,hard
035SSDD,TI,17.02222222,ST,hard
035SSDD,PE,13.0962972,ST,hard
035SSDD,EF,13.95555556,ST,hard
035SSDD,FR,9.985186089,ST,hard
035SSDD,ME,17.51111111,MS,hard
035SSDD,PH,7.525926378,MS,hard
035SSDD,TI,16.9481486,MS,hard
035SSDD,PE,14.88888889,MS,hard
035SSDD,EF,17.03703749,MS,hard
035SSDD,FR,14.17777778,MS,hard
035SSDD,ME,8.133333333,MR,easy
035SSDD,PH,5.066666667,MR,easy
035SSDD,TI,1.955555556,MR,easy
035SSDD,PE,18.37037082,MR,easy
035SSDD,EF,4.607407633,MR,easy
035SSDD,FR,3.155555556,MR,easy
035SSDD,ME,17.00740831,ST,medium
035SSDD,PH,4.325926378,ST,medium
035SSDD,TI,17.00740831,ST,medium
035SSDD,PE,6.859259711,ST,medium
035SSDD,EF,14.88888889,ST,medium
035SSDD,FR,14.62222222,ST,medium
035SSDD,ME,12.97777778,MR,medium
035SSDD,PH,5.007407633,MR,medium
035SSDD,TI,1.051852078,MR,medium
035SSDD,PE,17.12592638,MR,medium
035SSDD,EF,7.881481934,MR,medium
035SSDD,FR,1.866666667,MR,medium
035SSDD,ME,12.82963053,ST,easy
035SSDD,PH,2.992593045,ST,easy
035SSDD,TI,7.303704156,ST,easy
035SSDD,PE,18.26666667,ST,easy
035SSDD,EF,13.0962972,ST,easy
035SSDD,FR,3.081481934,ST,easy
035SSDD,ME,15.92592638,MS,medium
035SSDD,PH,3.259259711,MS,medium
035SSDD,TI,14.66666667,MS,medium
035SSDD,PE,16.20740831,MS,medium
035SSDD,EF,14.5481486,MS,medium
035SSDD,FR,7.940741645,MS,medium
035SSDD,ME,8.044444444,MS,easy
035SSDD,PH,2.044444444,MS,easy
035SSDD,TI,2.785185411,MS,easy
035SSDD,PE,18.54814996,MS,easy
035SSDD,EF,7.718519423,MS,easy
035SSDD,FR,2.962963189,MS,easy
035SSDD,ME,12.82963053,MR,hard
035SSDD,PH,3.511111111,MR,hard
035SSDD,TI,1.066666667,MR,hard
035SSDD,PE,17.73333333,MR,hard
035SSDD,EF,9.451852756,MR,hard
035SSDD,FR,2.237037489,MR,hard
037ARDL,ME,10.96296296,MR,easy
037ARDL,PH,12.94814837,MR,easy
037ARDL,TI,0.044444614,MR,easy
037ARDL,PE,17.46666802,MR,easy
037ARDL,EF,13.97037082,MR,easy
037ARDL,FR,2.029629743,MR,easy
037ARDL,ME,13.97037082,ST,hard
037ARDL,PH,18.9481495,ST,hard
037ARDL,TI,19.94074164,ST,hard
037ARDL,PE,1.925925926,ST,hard
037ARDL,EF,15.4962972,ST,hard
037ARDL,FR,15.98518654,ST,hard
037ARDL,ME,10.78518564,MS,easy
037ARDL,PH,4.962962963,MS,easy
037ARDL,TI,0.103703817,MS,easy
037ARDL,PE,19.33333333,MS,easy
037ARDL,EF,11.64444422,MS,easy
037ARDL,FR,7.096296522,MS,easy
037ARDL,ME,12.96296296,ST,medium
037ARDL,PH,15.97037082,ST,medium
037ARDL,TI,17.40740741,ST,medium
037ARDL,PE,9.348147922,ST,medium
037ARDL,EF,14.63703749,ST,medium
037ARDL,FR,14.97777868,ST,medium
037ARDL,ME,17.02222358,MS,medium
037ARDL,PH,13.73333401,MS,medium
037ARDL,TI,15.02222358,MS,medium
037ARDL,PE,14.01481459,MS,medium
037ARDL,EF,15.43703658,MS,medium
037ARDL,FR,13.02222245,MS,medium
037ARDL,ME,8.888888889,ST,easy
037ARDL,PH,9.807408086,ST,easy
037ARDL,TI,7.259259259,ST,easy
037ARDL,PE,19.5407421,ST,easy
037ARDL,EF,11.05185163,ST,easy
037ARDL,FR,9.703703704,ST,easy
037ARDL,ME,13.37777823,MR,medium
037ARDL,PH,11.1259257,MR,medium
037ARDL,TI,0.103703817,MR,medium
037ARDL,PE,18,MR,medium
037ARDL,EF,13.1703706,MR,medium
037ARDL,FR,11.33333333,MR,medium
037ARDL,ME,15.25925926,MR,hard
037ARDL,PH,13.73333401,MR,hard
037ARDL,TI,0.029629743,MR,hard
037ARDL,PE,16,MR,hard
037ARDL,EF,13.94074051,MR,hard
037ARDL,FR,11.85185185,MR,hard
037ARDL,ME,16.28148284,MS,hard
037ARDL,PH,16.56296342,MS,hard
037ARDL,TI,17.51111066,MS,hard
037ARDL,PE,6.014814589,MS,hard
037ARDL,EF,14.82963053,MS,hard
037ARDL,FR,15.61481617,MS,hard
038AREN,ME,11.77777778,ST,easy
038AREN,PH,2.888888889,ST,easy
038AREN,TI,14.97777868,ST,easy
038AREN,PE,18.66666667,ST,easy
038AREN,EF,10.0444449,ST,easy
038AREN,FR,5.985185411,ST,easy
038AREN,ME,15.83703839,ST,hard
038AREN,PH,2.474074187,ST,hard
038AREN,TI,19.05185276,ST,hard
038AREN,PE,10.85925971,ST,hard
038AREN,EF,15.09629765,ST,hard
038AREN,FR,10.07407407,ST,hard
038AREN,ME,14.74074074,MS,easy
038AREN,PH,2.681481821,MS,easy
038AREN,TI,10.02963031,MS,easy
038AREN,PE,17.76296432,MS,easy
038AREN,EF,12,MS,easy
038AREN,FR,2.696296409,MS,easy
038AREN,ME,17.51111066,MS,hard
038AREN,PH,3.881481595,MS,hard
038AREN,TI,12.96296296,MS,hard
038AREN,PE,14.26666712,MS,hard
038AREN,EF,13.28888957,MS,hard
038AREN,FR,4.444444444,MS,hard
038AREN,ME,11.25925926,MR,easy
038AREN,PH,3.244444671,MR,easy
038AREN,TI,9.570370144,MR,easy
038AREN,PE,12.8740743,MR,easy
038AREN,EF,11.57037014,MR,easy
038AREN,FR,2.651852078,MR,easy
038AREN,ME,13.58518586,ST,medium
038AREN,PH,1.777777778,ST,medium
038AREN,TI,11.02222245,ST,medium
038AREN,PE,13.46666689,ST,medium
038AREN,EF,9.88148216,ST,medium
038AREN,FR,3.837037263,ST,medium
038AREN,ME,12.28148171,MR,medium
038AREN,PH,3.022222448,MR,medium
038AREN,TI,11.37777823,MR,medium
038AREN,PE,15.11111111,MR,medium
038AREN,EF,7.555555556,MR,medium
038AREN,FR,3.599999887,MR,medium
038AREN,ME,10.85925971,MS,medium
038AREN,PH,1.288889002,MS,medium
038AREN,TI,8.651852078,MS,medium
038AREN,PE,19.11111111,MS,medium
038AREN,EF,8.266667119,MS,medium
038AREN,FR,1.718518858,MS,medium
038AREN,ME,13.94074051,MR,hard
038AREN,PH,2.518518519,MR,hard
038AREN,TI,10.02963031,MR,hard
038AREN,PE,12.08888866,MR,hard
038AREN,EF,10.16296274,MR,hard
038AREN,FR,2.044444331,MR,hard
039ARVP,ME,6.002971455,MS,easy
039ARVP,PH,3.054540183,MS,easy
039ARVP,TI,4.300490783,MS,easy
039ARVP,PE,19.75597738,MS,easy
039ARVP,EF,2.921385219,MS,easy
039ARVP,FR,2.921385219,MS,easy
039ARVP,ME,2.921385219,MR,hard
039ARVP,PH,2.921385219,MR,hard
039ARVP,TI,2.921385219,MR,hard
039ARVP,PE,9.807399214,MR,hard
039ARVP,EF,4.17684609,MR,hard
039ARVP,FR,5.86030622,MR,hard
039ARVP,ME,9.864466933,MS,medium
039ARVP,PH,9.864466933,MS,medium
039ARVP,TI,9.864466933,MS,medium
039ARVP,PE,9.864466933,MS,medium
039ARVP,EF,10.86312916,MS,medium
039ARVP,FR,10.86312916,MS,medium
039ARVP,ME,12.09956695,MS,hard
039ARVP,PH,12.09956695,MS,hard
039ARVP,TI,13.41209605,MS,hard
039ARVP,PE,2.645564004,MS,hard
039ARVP,EF,8.951402727,MS,hard
039ARVP,FR,13.10773996,MS,hard
039ARVP,ME,4.547778646,MR,easy
039ARVP,PH,1.808590344,MR,easy
039ARVP,TI,1.808590344,MR,easy
039ARVP,PE,6.801901746,MR,easy
039ARVP,EF,6.801901746,MR,easy
039ARVP,FR,4.214891236,MR,easy
039ARVP,ME,3.01649656,ST,easy
039ARVP,PH,3.01649656,ST,easy
039ARVP,TI,3.01649656,ST,easy
039ARVP,PE,10.68241726,ST,easy
039ARVP,EF,5.432307976,ST,easy
039ARVP,FR,3.720315002,ST,easy
039ARVP,ME,3.824936615,ST,medium
039ARVP,PH,3.824936615,ST,medium
039ARVP,TI,10.69193007,ST,medium
039ARVP,PE,7.39158729,ST,medium
039ARVP,EF,8.818247763,ST,medium
039ARVP,FR,8.818247763,ST,medium
039ARVP,ME,10.36855242,ST,hard
039ARVP,PH,6.992122398,ST,hard
039ARVP,TI,12.82240949,ST,hard
039ARVP,PE,3.168673589,ST,hard
039ARVP,EF,10.416107330000001,ST,hard
039ARVP,FR,10.416107330000001,ST,hard
039ARVP,ME,3.710803716,MR,medium
039ARVP,PH,3.710803716,MR,medium
039ARVP,TI,3.710803716,MR,medium
039ARVP,PE,6.554613376,MR,medium
039ARVP,EF,6.221725966,MR,medium
039ARVP,FR,2.43632078,MR,medium
042SSAA,ME,12.07407407,MR,medium
042SSAA,PH,2.02962963,MR,medium
042SSAA,TI,0.933333333,MR,medium
042SSAA,PE,10,MR,medium
042SSAA,EF,11.02222222,MR,medium
042SSAA,FR,8,MR,medium
042SSAA,ME,12.04444444,ST,medium
042SSAA,PH,9.955555556,ST,medium
042SSAA,TI,1.066666667,ST,medium
042SSAA,PE,8.088888889,ST,medium
042SSAA,EF,11.94074074,ST,medium
042SSAA,FR,6.02962963,ST,medium
042SSAA,ME,7.97037037,MS,easy
042SSAA,PH,1.081481481,MS,easy
042SSAA,TI,1.037037037,MS,easy
042SSAA,PE,18.97777778,MS,easy
042SSAA,EF,9.925925926,MS,easy
042SSAA,FR,3.022222222,MS,easy
042SSAA,ME,9.037037037,MR,easy
042SSAA,PH,0.992592593,MR,easy
042SSAA,TI,0.948148148,MR,easy
042SSAA,PE,18.02962963,MR,easy
042SSAA,EF,8.977777778,MR,easy
042SSAA,FR,1.955555556,MR,easy
042SSAA,ME,11.00740741,ST,easy
042SSAA,PH,0.918518519,ST,easy
042SSAA,TI,1.066666667,ST,easy
042SSAA,PE,16.97777778,ST,easy
042SSAA,EF,12.04444444,ST,easy
042SSAA,FR,4.044444444,ST,easy
042SSAA,ME,13.00740741,MS,hard
042SSAA,PH,2.02962963,MS,hard
042SSAA,TI,1.037037037,MS,hard
042SSAA,PE,9.985185185,MS,hard
042SSAA,EF,13.00740741,MS,hard
042SSAA,FR,4.962962963,MS,hard
042SSAA,ME,10.99259259,ST,hard
042SSAA,PH,1.97037037,ST,hard
042SSAA,TI,15.03703704,ST,hard
042SSAA,PE,9.881481481,ST,hard
042SSAA,EF,13.06666667,ST,hard
042SSAA,FR,6.977777778,ST,hard
042SSAA,ME,10.96296296,MR,hard
042SSAA,PH,1.925925926,MR,hard
042SSAA,TI,1.066666667,MR,hard
042SSAA,PE,11.91111111,MR,hard
042SSAA,EF,13.08148148,MR,hard
042SSAA,FR,6.02962963,MR,hard
042SSAA,ME,3.022222222,MS,medium
042SSAA,PH,1.688888889,MS,medium
042SSAA,TI,1.866666667,MS,medium
042SSAA,PE,8.903703704,MS,medium
042SSAA,EF,9.955555556,MS,medium
042SSAA,FR,3.97037037,MS,medium
045SSEM,ME,12.90370416,MS,hard
045SSEM,PH,9.525926378,MS,hard
045SSEM,TI,17.06666667,MS,hard
045SSEM,PE,6.444444444,MS,hard
045SSEM,EF,15.76296387,MS,hard
045SSEM,FR,14.77037082,MS,hard
045SSEM,ME,14.6962972,MR,easy
045SSEM,PH,8.918519423,MR,easy
045SSEM,TI,4.903704156,MR,easy
045SSEM,PE,11.27407498,MR,easy
045SSEM,EF,14.62222222,MR,easy
045SSEM,FR,13.51111111,MR,easy
045SSEM,ME,15.67407498,ST,hard
045SSEM,PH,6.888888889,ST,hard
045SSEM,TI,18.1481486,ST,hard
045SSEM,PE,5.066666667,ST,hard
045SSEM,EF,15.40740831,ST,hard
045SSEM,FR,15.40740831,ST,hard
045SSEM,ME,15.45185276,MR,hard
045SSEM,PH,4.933333333,MR,hard
045SSEM,TI,12.53333333,MR,hard
045SSEM,PE,6.577777778,MR,hard
045SSEM,EF,17.2,MR,hard
045SSEM,FR,15.45185276,MR,hard
045SSEM,ME,13.42222222,MS,medium
045SSEM,PH,8.237037489,MS,medium
045SSEM,TI,7.007407633,MS,medium
045SSEM,PE,9.422222222,MS,medium
045SSEM,EF,12.96296387,MS,medium
045SSEM,FR,10.10370416,MS,medium
045SSEM,ME,8.622222222,ST,medium
045SSEM,PH,8.059259711,ST,medium
045SSEM,TI,14.26666667,ST,medium
045SSEM,PE,12.68148193,ST,medium
045SSEM,EF,12.45925971,ST,medium
045SSEM,FR,7.570370822,ST,medium
045SSEM,ME,15.40740831,MR,medium
045SSEM,PH,7.022222222,MR,medium
045SSEM,TI,5.185185411,MR,medium
045SSEM,PE,12.1481486,MR,medium
045SSEM,EF,7.496297201,MR,medium
045SSEM,FR,13.18518609,MR,medium
045SSEM,ME,5.081481934,MS,easy
045SSEM,PH,3.555555556,MS,easy
045SSEM,TI,4.859259711,MS,easy
045SSEM,PE,17.95555556,MS,easy
045SSEM,EF,4.666666667,MS,easy
045SSEM,FR,4.177777778,MS,easy
045SSEM,ME,2.1481486,ST,easy
045SSEM,PH,2.711111111,ST,easy
045SSEM,TI,3.185185411,ST,easy
045SSEM,PE,19.06666667,ST,easy
045SSEM,EF,5.2740743,ST,easy
045SSEM,FR,2.207407633,ST,easy
046SSVS,ME,12.0625,ST,easy
046SSVS,PH,0.104166667,ST,easy
046SSVS,TI,4.020833333,ST,easy
046SSVS,PE,19.89583333,ST,easy
046SSVS,EF,7.145833333,ST,easy
046SSVS,FR,2,ST,easy
046SSVS,ME,19.9375,MS,hard
046SSVS,PH,2.041666667,MS,hard
046SSVS,TI,19.85416667,MS,hard
046SSVS,PE,10,MS,hard
046SSVS,EF,14.89583333,MS,hard
046SSVS,FR,12,MS,hard
046SSVS,ME,19.0625,ST,hard
046SSVS,PH,2.958333333,ST,hard
046SSVS,TI,15.1875,ST,hard
046SSVS,PE,7.145833333,ST,hard
046SSVS,EF,14.9375,ST,hard
046SSVS,FR,14.02083333,ST,hard
046SSVS,ME,17,MR,easy
046SSVS,PH,2.104166667,MR,easy
046SSVS,TI,0.041666667,MR,easy
046SSVS,PE,9.645833333,MR,easy
046SSVS,EF,12.4375,MR,easy
046SSVS,FR,11.97916667,MR,easy
046SSVS,ME,14.35416667,ST,medium
046SSVS,PH,2,ST,medium
046SSVS,TI,9.666666667,ST,medium
046SSVS,PE,7.166666667,ST,medium
046SSVS,EF,12.47916667,ST,medium
046SSVS,FR,10.83333333,ST,medium
046SSVS,ME,18.91666667,MS,medium
046SSVS,PH,3.104166667,MS,medium
046SSVS,TI,11.41666667,MS,medium
046SSVS,PE,19.52083333,MS,medium
046SSVS,EF,11.52083333,MS,medium
046SSVS,FR,6.8125,MS,medium
046SSVS,ME,13.75,MR,medium
046SSVS,PH,2.0625,MR,medium
046SSVS,TI,0.5,MR,medium
046SSVS,PE,14.79166667,MR,medium
046SSVS,EF,11.10416667,MR,medium
046SSVS,FR,4.020833333,MR,medium
046SSVS,ME,7.479166667,MS,easy
046SSVS,PH,2,MS,easy
046SSVS,TI,1.083333333,MS,easy
046SSVS,PE,18.89583333,MS,easy
046SSVS,EF,9.166666667,MS,easy
046SSVS,FR,4.166666667,MS,easy
046SSVS,ME,13.95833333,MR,hard
046SSVS,PH,3,MR,hard
046SSVS,TI,1.083333333,MR,hard
046SSVS,PE,8.125,MR,hard
046SSVS,EF,11.02083333,MR,hard
046SSVS,FR,13.125,MR,hard
047SSAK,ME,13.98326389,ST,easy
047SSAK,PH,4.886875,ST,easy
047SSAK,TI,1.162291667,ST,easy
047SSAK,PE,19.93381944,ST,easy
047SSAK,EF,12.60819444,ST,easy
047SSAK,FR,3.657222222,ST,easy
047SSAK,ME,16.84895833,MS,medium
047SSAK,PH,13.94020833,MS,medium
047SSAK,TI,9.491805556,MS,medium
047SSAK,PE,6.249861111,MS,medium
047SSAK,EF,17.33548611,MS,medium
047SSAK,FR,4.077777778,MS,medium
047SSAK,ME,13.8175,ST,medium
047SSAK,PH,15.76847222,ST,medium
047SSAK,TI,17.06479167,ST,medium
047SSAK,PE,14.95638889,ST,medium
047SSAK,EF,16.63194444,ST,medium
047SSAK,FR,6.868611111,ST,medium
047SSAK,ME,18.89881944,MR,easy
047SSAK,PH,16.38513889,MR,easy
047SSAK,TI,3.241736111,MR,easy
047SSAK,PE,16.38298611,MR,easy
047SSAK,EF,18.53194444,MR,easy
047SSAK,FR,9.333611111,MR,easy
047SSAK,ME,19.98972222,ST,hard
047SSAK,PH,14.45006944,ST,hard
047SSAK,TI,19.4325,ST,hard
047SSAK,PE,9.971527778,ST,hard
047SSAK,EF,19.46236111,ST,hard
047SSAK,FR,13.40729167,ST,hard
047SSAK,ME,19.76368056,MS,hard
047SSAK,PH,19.89625,MS,hard
047SSAK,TI,19.89625,MS,hard
047SSAK,PE,5.132430556,MS,hard
047SSAK,EF,19.43180556,MS,hard
047SSAK,FR,14.743125,MS,hard
047SSAK,ME,17.83743056,MR,medium
047SSAK,PH,17.83743056,MR,medium
047SSAK,TI,3.798888889,MR,medium
047SSAK,PE,15.13020833,MR,medium
047SSAK,EF,18.92659722,MR,medium
047SSAK,FR,19.83201389,MR,medium
047SSAK,ME,19.69180556,MR,hard
047SSAK,PH,19.69180556,MR,hard
047SSAK,TI,6.228194444,MR,hard
047SSAK,PE,7.304861111,MR,hard
047SSAK,EF,19.94770833,MR,hard
047SSAK,FR,17.94298611,MR,hard
047SSAK,ME,5.956458333,MS,easy
047SSAK,PH,5.956458333,MS,easy
047SSAK,TI,9.986458333,MS,easy
047SSAK,PE,19.39847222,MS,easy
047SSAK,EF,19.84048611,MS,easy
047SSAK,FR,19.849375,MS,easy
048SSAG,ME,15.03111111,MS,hard
048SSAG,PH,10,MS,hard
048SSAG,TI,20,MS,hard
048SSAG,PE,10.03555556,MS,hard
048SSAG,EF,13.94666667,MS,hard
048SSAG,FR,12.95111111,MS,hard
048SSAG,ME,10.03555556,MS,medium
048SSAG,PH,5.022222222,MS,medium
048SSAG,TI,10.01777778,MS,medium
048SSAG,PE,20,MS,medium
048SSAG,EF,13.05777778,MS,medium
048SSAG,FR,2.088888889,MS,medium
048SSAG,ME,9.04,MR,easy
048SSAG,PH,0,MR,easy
048SSAG,TI,0,MR,easy
048SSAG,PE,10.97777778,MR,easy
048SSAG,EF,10,MR,easy
048SSAG,FR,4.026666667,MR,easy
048SSAG,ME,4.044444444,MS,easy
048SSAG,PH,0,MS,easy
048SSAG,TI,2.035555556,MS,easy
048SSAG,PE,20,MS,easy
048SSAG,EF,6.995555556,MS,easy
048SSAG,FR,0,MS,easy
048SSAG,ME,13.98222222,ST,hard
048SSAG,PH,4.453333333,ST,hard
048SSAG,TI,20,ST,hard
048SSAG,PE,0,ST,hard
048SSAG,EF,17.14666667,ST,hard
048SSAG,FR,20,ST,hard
048SSAG,ME,16.80888889,ST,medium
048SSAG,PH,16.04444444,ST,medium
048SSAG,TI,12.95111111,ST,medium
048SSAG,PE,10.03555556,ST,medium
048SSAG,EF,12.75555556,ST,medium
048SSAG,FR,11.15555556,ST,medium
048SSAG,ME,9.946666667,MR,medium
048SSAG,PH,0.364444444,MR,medium
048SSAG,TI,1.804444444,MR,medium
048SSAG,PE,10.01777778,MR,medium
048SSAG,EF,11.93777778,MR,medium
048SSAG,FR,1.946666667,MR,medium
048SSAG,ME,14.62222222,MR,hard
048SSAG,PH,0.915555556,MR,hard
048SSAG,TI,1.413333333,MR,hard
048SSAG,PE,9.84,MR,hard
048SSAG,EF,12.72,MR,hard
048SSAG,FR,11.04888889,MR,hard
048SSAG,ME,1.377777778,ST,easy
048SSAG,PH,1.2,ST,easy
048SSAG,TI,4.951111111,ST,easy
048SSAG,PE,18.03555556,ST,easy
048SSAG,EF,9.946666667,ST,easy
048SSAG,FR,2.96,ST,easy
052SSME,ME,13.36784722,MR,medium
052SSME,PH,0.575347222,MR,medium
052SSME,TI,1.431180556,MR,medium
052SSME,PE,13.45243056,MR,medium
052SSME,EF,12.36229167,MR,medium
052SSME,FR,5.468402778,MR,medium
052SSME,ME,14.488125,ST,medium
052SSME,PH,0.446111111,ST,medium
052SSME,TI,17.37645833,ST,medium
052SSME,PE,6.3975,ST,medium
052SSME,EF,15.62319444,ST,medium
052SSME,FR,12.32541667,ST,medium
052SSME,ME,3.389791667,MS,easy
052SSME,PH,0.632152778,MS,easy
052SSME,TI,2.477708333,MS,easy
052SSME,PE,19.98513889,MS,easy
052SSME,EF,3.463402778,MS,easy
052SSME,FR,1.508333333,MS,easy
052SSME,ME,13.55666667,MR,hard
052SSME,PH,0.559444444,MR,hard
052SSME,TI,1.218819444,MR,hard
052SSME,PE,7.541041667,MR,hard
052SSME,EF,12.52444444,MR,hard
052SSME,FR,11.06111111,MR,hard
052SSME,ME,17.37131944,ST,hard
052SSME,PH,0.326805556,ST,hard
052SSME,TI,18.66118056,ST,hard
052SSME,PE,1.346111111,ST,hard
052SSME,EF,17.29069444,ST,hard
052SSME,FR,16.41194444,ST,hard
052SSME,ME,11.455,MS,medium
052SSME,PH,0.526805556,MS,medium
052SSME,TI,7.478402778,MS,medium
052SSME,PE,19.86173611,MS,medium
052SSME,EF,7.812638889,MS,medium
052SSME,FR,5.561111111,MS,medium
052SSME,ME,4.177916667,ST,easy
052SSME,PH,0.320416667,ST,easy
052SSME,TI,9.119097222,ST,easy
052SSME,PE,18.04284722,ST,easy
052SSME,EF,7.112708333,ST,easy
052SSME,FR,6.411111111,ST,easy
052SSME,ME,7.543958333,MR,easy
052SSME,PH,0.354513889,MR,easy
052SSME,TI,3.761805556,MR,easy
052SSME,PE,13.96763889,MR,easy
052SSME,EF,7.410694444,MR,easy
052SSME,FR,4.842916667,MR,easy
052SSME,ME,17.70902778,MS,hard
052SSME,PH,0.531805556,MS,hard
052SSME,TI,18.53986111,MS,hard
052SSME,PE,7.746736111,MS,hard
052SSME,EF,18.27194444,MS,hard
052SSME,FR,16.88541667,MS,hard
053SSAF,ME,6.012139757,MR,medium
053SSAF,PH,0.004502767,MR,medium
053SSAF,TI,9.97515408,MR,medium
053SSAF,PE,13.49131293,MR,medium
053SSAF,EF,4.723662109,MR,medium
053SSAF,FR,10.99372721,MR,medium
053SSAF,ME,8.229345703,MS,easy
053SSAF,PH,0.187589789,MS,easy
053SSAF,TI,11.90729275,MS,easy
053SSAF,PE,11.95825521,MS,easy
053SSAF,EF,6.943174913,MS,easy
053SSAF,FR,3.992664931,MS,easy
053SSAF,ME,5.097070313,MR,easy
053SSAF,PH,0.138543023,MR,easy
053SSAF,TI,15.06407552,MR,easy
053SSAF,PE,12.84819878,MR,easy
053SSAF,EF,3.136289062,MR,easy
053SSAF,FR,19.9009158,MR,easy
053SSAF,ME,16.05020182,MS,hard
053SSAF,PH,0.061885579,MS,hard
053SSAF,TI,19.76533203,MS,hard
053SSAF,PE,6.034092882,MS,hard
053SSAF,EF,12.92913845,MS,hard
053SSAF,FR,11.19251736,MS,hard
